Year,Age,Female,Male,Total
1860,92,1237.12,828.6,2065.72
1860,93,899.54,611.62,1511.16
1860,94,646.52,442.83,1089.35
1860,95,452.27,309.83,762.1
1860,96,309.23,206.48,515.71
1860,97,198.59,135.69,334.28
1860,98,119.31,84.23,203.54
1860,99,75.31,51.79,127.1
1860,100,46.1,31.45,77.55
1860,101,28.12,20.48,48.6
1860,102,16.51,13.34,29.85
1860,103,9.19,8.09,17.28
1860,104,5.06,4.05,9.11
1860,105,2.26,2.34,4.6
1860,106,0.73,1.21,1.94
1860,107,0.0,0.32,0.32
1860,108,0.0,0.0,0.0
1860,109,0.0,0.0,0.0
1860,110,0.0,0.0,0.0
1862,0,435176.67,447755.09,882931.76
1862,1,428082.05,450927.67,879009.72
1862,2,374268.96,385900.89,760169.85
1862,3,353378.88,363916.13,717295.01
1862,4,342099.48,351908.23,694007.71
1862,5,331102.48,340241.42,671343.9
1862,6,329947.48,333409.4,663356.88
1862,7,331170.53,334433.04,665603.57
1862,8,336467.95,339563.4,676031.35
1862,9,340557.32,343479.55,684036.87
1862,10,340166.02,342847.46,683013.48
1862,11,328612.79,337444.45,666057.24
1862,12,325134.35,333786.66,658921.01
1862,13,323576.5,332246.98,655823.48
1862,14,328144.54,337233.77,665378.31
1862,15,335764.43,345617.78,681382.21
1862,16,332255.26,342362.48,674617.74
1862,17,328337.5,338928.27,667265.77
1862,18,327130.81,338200.06,665330.87
1862,19,324659.56,335930.04,660589.6
1862,20,318751.3,329771.3,648522.6
1862,21,312147.47,325823.78,637971.25
1862,22,306593.85,319593.07,626186.92
1862,23,303735.61,316102.69,619838.3
1862,24,301972.32,313758.85,615731.17
1862,25,298632.35,309851.97,608484.32
1862,26,293309.33,301685.21,594994.54
1862,27,286484.86,294443.19,580928.05
1862,28,283858.2,291642.34,575500.54
1862,29,281387.92,289130.77,570518.69
1862,30,276342.34,284042.72,560385.06
1862,31,273122.11,277344.39,550466.5
1862,32,269395.36,273783.23,543178.59
1862,33,266811.79,271465.2,538276.99
1862,34,264136.83,269013.54,533150.37
1862,35,261137.51,266302.46,527439.97
1862,36,256559.12,262416.66,518975.78
1862,37,252654.61,258752.85,511407.46
1862,38,250672.02,256992.74,507664.76
1862,39,248508.94,255096.96,503605.9
1862,40,242967.3,249724.38,492691.68
1862,41,242153.18,244758.25,486911.43
1862,42,237527.72,240415.79,477943.51
1862,43,234020.05,237202.11,471222.16
1862,44,230852.33,234319.68,465172.01
1862,45,227241.39,230965.6,458206.99
1862,46,220247.24,215322.49,435569.73
1862,47,215646.63,210998.51,426645.14
1862,48,210992.99,206524.1,417517.09
1862,49,206563.86,202241.72,408805.58
1862,50,202677.35,198468.8,401146.15
1862,51,198925.12,195480.96,394406.08
1862,52,193613.39,190319.85,383933.24
1862,53,188190.04,185048.7,373238.74
1862,54,183426.27,180373.37,363799.64
1862,55,179525.76,176534.24,356060.0
1862,56,173234.05,174290.18,347524.23
1862,57,168646.02,169584.81,338230.83
1862,58,163816.72,164634.68,328451.4
1862,59,159701.49,160467.11,320168.6
1862,60,155011.55,155816.8,310828.35
1862,61,152755.45,148138.58,300894.03
1862,62,149489.28,145050.8,294540.08
1862,63,145272.19,140835.27,286107.46
1862,64,139637.49,134902.91,274540.4
1862,65,132449.45,127011.17,259460.62
1862,66,133190.5,117075.54,250266.04
1862,67,122361.01,105914.71,228275.72
1862,68,111621.96,94943.0,206564.96
1862,69,101713.01,85025.62,186738.63
1862,70,93142.88,76733.09,169875.97
1862,71,88525.48,69330.63,157856.11
1862,72,81803.16,63603.89,145407.05
1862,73,75282.02,58181.95,133463.97
1862,74,68616.04,52707.32,121323.36
1862,75,62262.96,47545.62,109808.58
1862,76,53948.23,44022.09,97970.32
1862,77,47724.91,38891.4,86616.31
1862,78,41822.72,34128.06,75950.78
1862,79,36226.73,29649.44,65876.17
1862,80,30411.55,25556.13,55967.68
1862,81,25462.61,21132.51,46595.12
1862,82,21042.69,17112.81,38155.5
1862,83,17132.52,13556.32,30688.84
1862,84,13732.96,10504.23,24237.19
1862,85,10822.23,7947.37,18769.6
1862,86,8398.75,5916.78,14315.53
1862,87,6389.26,4335.44,10724.7
1862,88,4750.32,3127.32,7877.64
1862,89,3452.87,2226.85,5679.72
1862,90,2448.38,1561.43,4009.81
1862,91,1721.93,1089.76,2811.69
1862,92,1224.07,773.14,1997.21
1862,93,879.48,566.18,1445.66
1862,94,636.38,422.03,1058.41
1862,95,457.43,307.59,765.02
1862,96,319.24,213.48,532.72
1862,97,214.85,139.14,353.99
1862,98,142.18,82.27,224.45
1862,99,85.78,48.68,134.46
1862,100,46.25,27.79,74.04
1862,101,31.06,17.65,48.71
1862,102,19.85,10.41,30.26
1862,103,11.75,6.23,17.98
1862,104,6.6,3.77,10.37
1862,105,3.26,2.02,5.28
1862,106,1.67,0.3,1.97
1862,107,0.3,0.0,0.3
1862,108,0.0,0.0,0.0
1862,109,0.0,0.0,0.0
1862,110,0.0,0.0,0.0
1863,0,437118.67,451497.74,888616.41
1863,1,400600.46,405522.83,806123.29
1863,2,407271.57,425716.14,832987.71
1863,3,364394.21,374396.64,738790.85
1863,4,349006.95,358220.61,707227.56
1863,5,339567.95,348212.82,687780.77
1863,6,329197.15,337339.76,666536.91
1863,7,326519.01,330464.28,656983.29
1863,8,329281.39,333106.42,662387.81
1863,9,334782.52,338495.44,673277.96
1863,10,338320.13,341872.22,680192.35
1863,11,336352.3,339680.15,676032.45
1863,12,326123.68,334512.55,660636.23
1863,13,322795.06,331044.93,653839.99
1863,14,322328.86,330669.13,652997.99
1863,15,328163.04,337002.01,665165.05
1863,16,333055.74,342562.3,675618.04
1863,17,329426.18,340058.74,669484.92
1863,18,326122.67,337168.95,663291.62
1863,19,324773.77,336147.67,660921.44
1863,20,321318.85,332625.58,653944.43
1863,21,315657.37,326568.13,642225.5
1863,22,309082.55,322054.52,631137.07
1863,23,304109.21,316401.47,620510.68
1863,24,301567.14,313301.96,614869.1
1863,25,299629.89,310923.24,610553.13
1863,26,295452.3,306334.24,601786.54
1863,27,290485.45,298556.16,589041.61
1863,28,284681.28,292474.29,577155.57
1863,29,282245.47,289933.44,572178.91
1863,30,279169.38,286817.25,565986.63
1863,31,273932.08,281520.79,555452.87
1863,32,270432.26,275000.09,545432.35
1863,33,266996.17,271734.19,538730.36
1863,34,264399.94,269386.97,533786.91
1863,35,261782.1,267009.16,528791.26
1863,36,258302.68,263782.05,522084.73
1863,37,254083.77,260324.2,514407.97
1863,38,250638.55,257098.7,507737.25
1863,39,248657.87,255313.26,503971.13
1863,40,246217.77,253100.04,499317.81
1863,41,238341.77,245278.67,483620.44
1863,42,239184.95,239268.96,478453.91
1863,43,234828.81,235191.9,470020.71
1863,44,231379.58,232002.9,463382.48
1863,45,228193.37,229097.09,457290.46
1863,46,224345.92,225497.23,449843.15
1863,47,217736.75,212390.16,430126.91
1863,48,213089.46,208021.28,421110.74
1863,49,208364.87,203469.45,411834.32
1863,50,203883.48,199135.28,403018.76
1863,51,200144.05,195509.67,395653.72
1863,52,195501.44,192063.02,387564.46
1863,53,190062.76,186757.33,376820.09
1863,54,184703.26,181515.73,366218.99
1863,55,180057.31,176940.51,356997.82
1863,56,176221.61,173146.5,349368.11
1863,57,169601.75,170336.01,339937.76
1863,58,164795.8,165425.0,330220.8
1863,59,159957.76,160489.16,320446.92
1863,60,155613.56,156107.69,311721.25
1863,61,150128.01,150702.62,300830.63
1863,62,148421.78,143724.02,292145.8
1863,63,144771.32,140303.25,285074.57
1863,64,140092.36,135685.96,275778.32
1863,65,134046.82,129403.29,263450.11
1863,66,126322.37,121074.61,247396.98
1863,67,127726.54,111884.94,239611.48
1863,68,116594.29,100575.14,217169.43
1863,69,105699.34,89590.44,195289.78
1863,70,95809.03,79819.17,175628.2
1863,71,87154.76,71584.21,158738.97
1863,72,82419.78,63818.38,146238.16
1863,73,75659.97,58236.48,133896.45
1863,74,69087.36,52948.14,122035.5
1863,75,62431.65,47636.21,110067.86
1863,76,56600.66,43018.06,99618.72
1863,77,48372.68,39163.0,87535.68
1863,78,42357.73,34279.4,76637.13
1863,79,36716.03,29750.79,66466.82
1863,80,31169.98,26095.97,57265.95
1863,81,26059.37,21682.36,47741.73
1863,82,21497.48,17628.25,39125.73
1863,83,17483.68,14012.26,31495.94
1863,84,13998.69,10893.69,24892.38
1863,85,11027.99,8294.78,19322.77
1863,86,8560.77,6200.6,14761.37
1863,87,6534.02,4561.11,11095.13
1863,88,4882.18,3304.18,8186.36
1863,89,3561.79,2353.78,5915.57
1863,90,2537.55,1643.86,4181.41
1863,91,1777.66,1131.04,2908.7
1863,92,1243.8,777.91,2021.71
1863,93,893.78,554.33,1448.11
1863,94,652.28,414.9,1067.18
1863,95,469.35,313.38,782.73
1863,96,328.78,228.91,557.69
1863,97,219.61,156.97,376.58
1863,98,140.15,100.22,240.37
1863,99,88.33,56.36,144.69
1863,100,51.26,31.5,82.76
1863,101,29.91,18.52,48.43
1863,102,19.77,11.76,31.53
1863,103,12.52,6.87,19.39
1863,104,7.22,4.03,11.25
1863,105,3.88,2.41,6.29
1863,106,1.65,1.23,2.88
1863,107,0.76,0.3,1.06
1863,108,0.0,0.0,0.0
1863,109,0.0,0.0,0.0
1863,110,0.0,0.0,0.0
1864,0,439996.9,452804.55,892801.45
1864,1,397525.53,403277.25,800802.78
1864,2,386332.27,390696.96,777029.23
1864,3,390106.22,404514.99,794621.21
1864,4,358212.29,366856.97,725069.26
1864,5,346847.76,354851.27,701699.03
1864,6,338313.09,345860.9,684173.99
1864,7,328391.67,335501.5,663893.17
1864,8,323970.7,328328.09,652298.79
1864,9,328037.61,332344.44,660382.05
1864,10,333479.72,337747.42,671227.14
1864,11,336207.94,340388.21,676596.15
1864,12,332587.07,336593.69,669180.76
1864,13,323621.65,331630.62,655252.27
1864,14,320402.44,328331.81,648734.25
1864,15,321010.75,329117.53,650128.28
1864,16,328118.67,336745.69,664864.36
1864,17,330294.01,339462.82,669756.83
1864,18,326548.65,337670.16,664218.81
1864,19,323853.12,335281.02,659134.14
1864,20,322325.8,333868.89,656194.69
1864,21,317911.21,329234.23,647145.44
1864,22,312474.64,323311.21,635785.85
1864,23,305936.98,318325.81,624262.79
1864,24,301560.49,313337.92,614898.41
1864,25,299353.87,310684.02,610037.89
1864,26,297267.01,308284.51,605551.52
1864,27,292250.61,302929.41,595180.02
1864,28,287638.94,295469.71,583108.65
1864,29,282852.37,290497.26,573349.63
1864,30,280602.58,288200.65,568803.23
1864,31,276923.11,284469.16,561392.27
1864,32,271494.96,279007.36,550502.32
1864,33,267719.21,272685.72,540404.93
1864,34,264576.63,269718.38,534295.01
1864,35,261976.69,267346.77,529323.46
1864,36,259396.8,264958.75,524355.55
1864,37,255435.42,261180.63,516616.05
1864,38,251566.66,258098.87,509665.53
1864,39,248570.87,255264.27,503835.14
1864,40,246584.97,253433.75,500018.72
1864,41,243869.2,250864.53,494733.73
1864,42,233668.3,240619.0,474287.3
1864,43,236181.37,233587.22,469768.59
1864,44,232107.91,229796.19,461904.1
1864,45,228729.63,226671.11,455400.74
1864,46,225519.07,223727.49,449246.56
1864,47,221410.69,219870.26,441280.95
1864,48,215157.36,209273.36,424430.72
1864,49,210427.17,204815.36,415242.53
1864,50,205611.18,200158.27,405769.45
1864,51,201066.55,195762.02,396828.57
1864,52,197499.24,192295.73,389794.97
1864,53,191993.19,188416.86,380410.05
1864,54,186449.89,182990.71,369440.6
1864,55,181164.87,177794.3,358959.17
1864,56,176581.99,173279.62,349861.61
1864,57,172708.17,169442.08,342150.25
1864,58,165646.52,165980.44,331626.96
1864,59,160514.08,160797.21,321311.29
1864,60,155597.22,155848.25,311445.47
1864,61,150973.79,151286.63,302260.42
1864,62,144769.13,145235.82,290004.95
1864,63,143679.27,139023.21,282702.48
1864,64,139701.4,135278.3,274979.7
1864,65,134622.36,130222.54,264844.9
1864,66,128105.86,123462.39,251568.25
1864,67,119803.44,114613.12,234416.56
1864,68,121802.65,106145.48,227948.13
1864,69,110306.39,94748.55,205054.94
1864,70,99228.41,83898.53,183126.94
1864,71,89340.73,74414.75,163755.48
1864,72,80702.26,66374.43,147076.69
1864,73,75961.37,58323.02,134284.39
1864,74,69292.16,52913.13,122205.29
1864,75,62823.72,47758.12,110581.84
1864,76,56257.99,42580.35,98838.34
1864,77,51044.34,38549.56,89593.9
1864,78,42956.16,34407.92,77364.08
1864,79,37182.95,29823.13,67006.08
1864,80,31948.17,26472.05,58420.22
1864,81,26665.73,22145.42,48811.15
1864,82,21935.13,18093.87,40029.0
1864,83,17787.16,14434.0,32221.16
1864,84,14221.17,11244.45,25465.62
1864,85,11200.18,8565.87,19766.05
1864,86,8711.23,6421.9,15133.13
1864,87,6669.45,4719.86,11389.31
1864,88,5017.67,3416.29,8433.96
1864,89,3690.33,2439.05,6129.38
1864,90,2638.86,1709.62,4348.48
1864,91,1851.05,1183.96,3035.01
1864,92,1278.21,812.27,2090.48
1864,93,890.61,564.55,1455.16
1864,94,646.05,410.66,1056.71
1864,95,470.47,306.91,777.38
1864,96,332.88,225.26,558.14
1864,97,226.44,155.82,382.26
1864,98,145.16,98.44,243.6
1864,99,87.33,55.77,143.1
1864,100,51.15,29.27,80.42
1864,101,30.04,18.45,48.49
1864,102,16.93,10.48,27.41
1864,103,10.79,6.42,17.21
1864,104,6.67,3.51,10.18
1864,105,3.57,1.82,5.39
1864,106,1.68,0.98,2.66
1864,107,0.34,0.34,0.68
1864,108,0.0,0.0,0.0
1864,109,0.0,0.0,0.0
1864,110,0.0,0.0,0.0
1865,0,439855.02,454065.58,893920.6
1865,1,400078.15,404690.03,804768.18
1865,2,383007.52,387525.59,770533.11
1865,3,377153.2,380910.89,758064.09
1865,4,377400.38,387761.32,765161.7
1865,5,354793.29,362094.85,716888.14
1865,6,346106.03,353011.45,699117.48
1865,7,338018.83,344587.12,682605.95
1865,8,328210.75,334413.68,662624.43
1865,9,321731.81,326601.71,648333.52
1865,10,326895.24,331726.37,658621.61
1865,11,332131.05,336951.02,669082.07
1865,12,334081.3,338830.67,672911.97
1865,13,328819.35,333423.2,662242.55
1865,14,321105.95,328661.11,649767.06
1865,15,317962.59,325541.75,643504.34
1865,16,319610.69,327449.13,647059.82
1865,17,327964.36,336361.32,664325.68
1865,18,327398.82,336197.94,663596.76
1865,19,323525.77,335080.21,658605.98
1865,20,321418.71,333111.77,654530.48
1865,21,319762.93,331453.49,651216.42
1865,22,314394.19,325751.25,640145.44
1865,23,309206.27,320065.12,629271.39
1865,24,302727.65,314700.28,617427.93
1865,25,298959.2,310436.67,609395.87
1865,26,297094.02,308253.43,605347.45
1865,27,294835.14,305748.69,600583.83
1865,28,288955.8,299549.72,588505.52
1865,29,284675.84,292332.5,577008.34
1865,30,280883.83,288414.65,569298.48
1865,31,278810.74,286301.03,565111.77
1865,32,274532.43,281961.16,556493.59
1865,33,268925.11,276336.31,545261.42
1865,34,264902.2,270233.43,535135.63
1865,35,262096.13,267609.82,529705.95
1865,36,259504.92,265182.17,524687.09
1865,37,256981.27,262797.33,519778.6
1865,38,252531.74,258443.3,510975.04
1865,39,248992.71,255700.88,504693.59
1865,40,246412.25,253222.19,499634.44
1865,41,244395.41,251289.57,495684.98
1865,42,241390.27,248365.63,489755.9
1865,43,228864.68,235698.58,464563.26
1865,44,233057.88,227656.36,460714.24
1865,45,229280.01,224167.94,453447.95
1865,46,225977.87,221093.33,447071.2
1865,47,222723.72,218091.1,440814.82
1865,48,218330.47,213948.0,432278.47
1865,49,212411.15,205843.46,418254.61
1865,50,207574.41,201267.14,408841.55
1865,51,202672.66,196532.72,399205.38
1865,52,198095.71,192106.59,390202.3
1865,53,194727.67,188826.49,383554.16
1865,54,188383.26,184539.49,372922.75
1865,55,182746.9,178994.12,361741.02
1865,56,177491.34,173802.23,351293.57
1865,57,172884.74,169261.17,342145.91
1865,58,168888.38,165311.69,334200.07
1865,59,161311.15,161152.36,322463.51
1865,60,155822.09,155690.14,311512.23
1865,61,150803.99,150754.84,301558.83
1865,62,145983.25,146084.27,292067.52
1865,63,139109.64,139409.74,278519.38
1865,64,138656.59,133927.7,272584.29
1865,65,134361.66,129788.17,264149.83
1865,66,128772.34,124175.67,252948.01
1865,67,121715.05,116902.52,238617.57
1865,68,112754.51,107542.18,220296.69
1865,69,115291.02,99865.43,215156.45
1865,70,103421.8,88504.94,191926.74
1865,71,92162.34,77852.84,170015.18
1865,72,82385.48,68691.67,151077.15
1865,73,73862.88,60846.09,134708.97
1865,74,69212.82,52495.64,121708.46
1865,75,62740.82,47255.03,109995.85
1865,76,56392.59,42234.84,98627.43
1865,77,49958.55,37277.98,87236.53
1865,78,45385.12,33910.53,79295.65
1865,79,37467.33,29548.03,67015.36
1865,80,32455.02,26193.25,58648.27
1865,81,27115.88,22186.8,49302.68
1865,82,22245.64,18227.32,40472.96
1865,83,17962.63,14594.31,32556.94
1865,84,14297.66,11404.41,25702.07
1865,85,11231.15,8714.0,19945.15
1865,86,8727.92,6554.7,15282.62
1865,87,6696.03,4854.56,11550.59
1865,88,5056.91,3525.89,8582.8
1865,89,3753.36,2525.26,6278.62
1865,90,2714.43,1779.06,4493.49
1865,91,1915.89,1236.94,3152.83
1865,92,1327.55,854.2,2181.75
1865,93,909.81,589.79,1499.6
1865,94,632.95,413.72,1046.67
1865,95,456.27,297.47,753.74
1865,96,326.57,215.47,542.04
1865,97,223.77,150.26,374.03
1865,98,146.38,96.31,242.69
1865,99,88.43,53.48,141.91
1865,100,50.12,27.71,77.83
1865,101,31.22,16.06,47.28
1865,102,17.82,9.27,27.09
1865,103,9.72,4.88,14.6
1865,104,5.98,2.73,8.71
1865,105,3.65,1.19,4.84
1865,106,1.76,0.31,2.07
1865,107,0.63,0.0,0.63
1865,108,0.0,0.0,0.0
1865,109,0.0,0.0,0.0
1865,110,0.0,0.0,0.0
1866,0,479242.55,501865.06,981107.61
1866,1,399418.42,403470.81,802889.23
1866,2,381521.37,385166.86,766688.23
1866,3,370992.64,374415.58,745408.22
1866,4,370825.02,374081.69,744906.71
1866,5,366333.89,372679.83,739013.72
1866,6,352194.73,358199.02,710393.75
1866,7,345996.17,351791.93,697788.1
1866,8,338191.64,343760.73,681952.37
1866,9,328283.57,333568.5,661852.07
1866,10,319518.56,324908.6,644427.16
1866,11,325554.64,330974.97,656529.61
1866,12,330534.6,335998.22,666532.82
1866,13,331662.72,337088.56,668751.28
1866,14,324729.47,330029.65,654759.12
1866,15,318256.33,325436.54,643692.87
1866,16,315183.82,322389.1,637572.92
1866,17,317886.62,325352.79,643239.41
1866,18,327496.11,335478.79,662974.9
1866,19,324177.13,332342.79,656519.92
1866,20,320145.87,331777.31,651923.18
1866,21,318672.46,330370.47,649042.93
1866,22,316884.42,328498.21,645382.63
1866,23,310595.33,321840.86,632436.19
1866,24,305701.92,316513.16,622215.08
1866,25,299333.36,310873.04,610206.4
1866,26,296218.14,307415.64,603633.78
1866,27,294698.35,305679.75,600378.1
1866,28,292259.85,303049.77,595309.62
1866,29,285490.3,295981.8,581472.1
1866,30,281504.11,289000.17,570504.28
1866,31,278681.09,286109.77,564790.86
1866,32,276774.43,284197.97,560972.4
1866,33,271907.33,279251.4,551158.73
1866,34,266133.04,273440.69,539573.73
1866,35,261901.4,267553.79,529455.19
1866,36,259431.42,265179.9,524611.32
1866,37,256854.53,262672.47,519527.0
1866,38,254380.85,260264.79,514645.64
1866,39,249431.8,255329.05,504760.85
1866,40,246215.99,252965.47,499181.46
1866,41,244056.31,250859.86,494916.17
1866,42,242033.07,248901.75,490934.82
1866,43,238761.24,245667.22,484428.46
1866,44,223933.39,230605.7,454539.09
1866,45,229822.48,221568.17,451390.65
1866,46,226328.24,218330.07,444658.31
1866,47,223077.04,215272.19,438349.23
1866,48,219742.35,212154.32,431896.67
1866,49,215029.89,207675.24,422705.13
1866,50,209425.47,202030.8,411456.27
1866,51,204460.56,197313.64,401774.2
1866,52,199500.2,192534.63,392034.83
1866,53,194895.85,188099.22,382995.07
1866,54,191717.92,185021.72,376739.64
1866,55,184516.55,180344.16,364860.71
1866,56,178722.66,174662.42,353385.08
1866,57,173424.66,169431.76,342856.42
1866,58,168736.02,164821.53,333557.55
1866,59,164600.1,160740.13,325340.23
1866,60,156544.41,155887.63,312432.04
1866,61,150731.09,150157.84,300888.93
1866,62,145721.1,145276.81,290997.91
1866,63,140763.87,140503.05,281266.92
1866,64,133239.53,133174.67,266414.2
1866,65,133424.67,128384.52,261809.19
1866,66,128710.75,123800.94,252511.69
1866,67,122579.5,117681.89,240261.39
1866,68,114951.56,109960.23,224911.79
1866,69,105333.53,100172.42,205505.95
1866,70,108460.32,93386.85,201847.17
1866,71,96260.81,82072.67,178333.48
1866,72,84936.97,71612.53,156549.5
1866,73,75349.85,62772.91,138122.76
1866,74,66992.05,55155.03,122147.08
1866,75,62471.2,46590.62,109061.82
1866,76,56148.11,41616.52,97764.63
1866,77,49932.75,36890.37,86823.12
1866,78,43656.97,32268.4,75925.37
1866,79,39790.97,29634.09,69425.06
1866,80,32898.85,25795.27,58694.12
1866,81,27529.08,21989.38,49518.46
1866,82,22666.18,18300.12,40966.3
1866,83,18276.71,14716.48,32993.19
1866,84,14478.98,11517.92,25996.9
1866,85,11288.33,8798.78,20087.11
1866,86,8705.65,6609.77,15315.42
1866,87,6636.34,4887.67,11524.01
1866,88,4998.77,3566.28,8565.05
1866,89,3714.35,2557.94,6272.29
1866,90,2718.43,1815.84,4534.27
1866,91,1956.93,1287.09,3244.02
1866,92,1376.98,910.69,2287.67
1866,93,956.15,649.44,1605.59
1866,94,654.85,462.3,1117.15
1866,95,445.46,321.91,767.37
1866,96,311.38,221.32,532.7
1866,97,213.87,150.58,364.45
1866,98,138.86,97.18,236.04
1866,99,84.86,55.56,140.42
1866,100,48.65,29.12,77.77
1866,101,29.96,17.48,47.44
1866,102,18.2,9.74,27.94
1866,103,9.97,5.1,15.07
1866,104,5.16,2.47,7.63
1866,105,2.98,1.23,4.21
1866,106,1.8,0.3,2.1
1866,107,0.67,0.0,0.67
1866,108,0.0,0.0,0.0
1866,109,0.0,0.0,0.0
1866,110,0.0,0.0,0.0
1867,0,441743.12,456871.46,898614.58
1867,1,428981.15,442743.22,871724.37
1867,2,385617.11,390378.35,775995.46
1867,3,373060.87,377194.39,750255.26
1867,4,366442.05,369925.54,736367.59
1867,5,363773.44,366849.31,730622.75
1867,6,365267.26,371284.15,736551.41
1867,7,351243.5,356928.64,708172.14
1867,8,339286.16,344647.17,683933.33
1867,9,334676.47,339799.86,674476.33
1867,10,328053.13,332778.84,660831.97
1867,11,317879.28,323127.71,641006.99
1867,12,319778.89,324609.51,644388.4
1867,13,325799.5,330591.21,656390.71
1867,14,330159.24,335472.06,665631.3
1867,15,329673.07,336329.49,666002.56
1867,16,325452.91,328910.8,654363.71
1867,17,318075.48,324475.41,642550.89
1867,18,311699.62,320970.25,632669.87
1867,19,311840.03,323549.84,635389.87
1867,20,320258.12,333276.54,653534.66
1867,21,314406.92,329594.58,644001.5
1867,22,310565.28,324215.21,634780.49
1867,23,310968.94,322605.42,633574.36
1867,24,311390.75,320660.72,632051.47
1867,25,306812.22,314163.38,620975.6
1867,26,299306.14,309152.56,608458.7
1867,27,293862.96,302878.36,596741.32
1867,28,291132.05,299710.58,590842.63
1867,29,289664.31,298167.85,587832.16
1867,30,287217.2,295708.36,582925.56
1867,31,281424.59,288688.38,570112.97
1867,32,273537.56,280581.38,554118.94
1867,33,270492.21,277718.24,548210.45
1867,34,268549.53,275808.94,544358.47
1867,35,263679.92,270972.22,534652.14
1867,36,259657.22,265105.95,524763.17
1867,37,255623.45,261268.44,516891.89
1867,38,252769.81,258808.57,511578.38
1867,39,249887.51,256179.6,506067.11
1867,40,247040.74,253643.43,500684.17
1867,41,242553.01,248527.11,491080.12
1867,42,237877.66,244058.46,481936.12
1867,43,235361.76,241803.72,477165.48
1867,44,233145.58,239784.15,472929.73
1867,45,229704.52,236476.49,466181.01
1867,46,227961.98,221503.16,449465.14
1867,47,222931.35,216815.43,439746.78
1867,48,219217.64,213305.01,432522.65
1867,49,215887.83,210125.54,426013.37
1867,50,212246.34,206635.04,418881.38
1867,51,205798.26,201795.14,407593.4
1867,52,200658.51,196755.35,397413.86
1867,53,195418.36,191592.36,387010.72
1867,54,190459.36,186743.95,377203.31
1867,55,185669.44,182115.4,367784.84
1867,56,181852.12,178832.61,360684.73
1867,57,176003.39,173200.97,349204.36
1867,58,169781.43,167273.09,337054.52
1867,59,164189.57,161780.45,325970.02
1867,60,159123.0,156728.45,315851.45
1867,61,153261.36,152175.38,305436.74
1867,62,147412.5,146246.96,293659.46
1867,63,141101.51,139893.31,280994.82
1867,64,135555.17,134340.76,269895.93
1867,65,129975.96,128867.93,258843.89
1867,66,126329.87,120806.88,247136.75
1867,67,121755.66,116536.77,238292.43
1867,68,116550.69,111470.32,228021.01
1867,69,110351.17,105065.63,215416.8
1867,70,103194.44,97272.0,200466.44
1867,71,99597.09,87597.76,187194.85
1867,72,89601.94,77046.67,166648.61
1867,73,79660.34,66683.11,146343.45
1867,74,70325.01,57226.31,127551.32
1867,75,62252.91,49413.48,111666.39
1867,76,56976.71,42722.0,99698.71
1867,77,50668.12,37561.92,88230.04
1867,78,44788.55,32948.04,77736.59
1867,79,39059.39,28495.74,67555.13
1867,80,33419.23,25278.34,58697.57
1867,81,28048.83,21738.57,49787.4
1867,82,23119.82,18186.37,41306.19
1867,83,18725.98,14828.65,33554.63
1867,84,14833.88,11654.4,26488.28
1867,85,11543.38,8918.92,20462.3
1867,86,8871.97,6701.49,15573.46
1867,87,6743.58,4948.34,11691.92
1867,88,5069.92,3600.07,8669.99
1867,89,3769.36,2590.45,6359.81
1867,90,2758.65,1829.0,4587.65
1867,91,2000.66,1293.69,3294.35
1867,92,1427.5,924.27,2351.77
1867,93,995.94,668.05,1663.99
1867,94,683.56,487.84,1171.4
1867,95,451.73,344.41,796.14
1867,96,291.95,229.77,521.72
1867,97,195.88,148.43,344.31
1867,98,129.82,95.11,224.93
1867,99,79.73,57.32,137.05
1867,100,46.22,33.28,79.5
1867,101,28.04,20.47,48.51
1867,102,16.72,12.32,29.04
1867,103,9.76,6.77,16.53
1867,104,4.94,3.27,8.21
1867,105,2.28,1.49,3.77
1867,106,1.11,0.91,2.02
1867,107,0.66,0.3,0.96
1867,108,0.0,0.0,0.0
1867,109,0.0,0.0,0.0
1867,110,0.0,0.0,0.0
1868,0,443067.93,453567.82,896635.75
1868,1,404176.98,409903.12,814080.1
1868,2,405622.02,417372.0,822994.02
1868,3,373683.98,378626.26,752310.24
1868,4,365534.81,370063.47,735598.28
1868,5,361659.43,365641.49,727300.92
1868,6,360947.15,364632.01,725579.16
1868,7,362136.4,367726.83,729863.23
1868,8,348501.23,353860.8,702362.03
1868,9,338767.28,343839.64,682606.92
1868,10,334102.49,338923.2,673025.69
1868,11,326125.69,330560.21,656685.9
1868,12,316418.35,321303.96,637722.31
1868,13,319269.87,323835.22,643105.09
1868,14,324897.28,329729.07,654626.35
1868,15,328322.66,333900.13,662222.79
1868,16,326119.86,333105.6,659225.46
1868,17,321378.3,327112.62,648490.92
1868,18,313950.9,322255.11,636206.01
1868,19,308365.05,318486.95,626852.0
1868,20,310723.48,322605.64,633329.12
1868,21,317796.49,330469.83,648266.32
1868,22,310964.99,325829.23,636794.22
1868,23,308135.06,321458.63,629593.69
1868,24,308485.61,319943.08,628428.69
1868,25,307818.69,317310.49,625129.18
1868,26,302634.19,310598.05,613232.24
1868,27,297762.79,305463.84,603226.63
1868,28,292901.65,300006.1,592907.75
1868,29,290550.64,297183.94,587734.58
1868,30,289166.05,295735.08,584901.13
1868,31,285404.02,291933.94,577337.96
